s_no,tpa,entity_code,hospital_name,address,district,subentities,single_multi,pvt_govt,directrate,edc,edc_date,year,grade,bariatric_surgery,cardiology,cardiothoracic_surgeries,dermatology,ent,endocrinology,follow_up_procedure,gastroenterology,general_medicine,general_surgery,genitourinary_surgery,gynaecology_obstetric_surgery,haemotology,hepatology,infectious_diseases,interventional_cardiology,interventional_radiology,medical_oncology,neonatology,nephrology,neurology,neurosurgery,ofms,ophthalmology_surgeries,orthopedics,paediatric_intensive_care,paediatric_surgeries,paediatrics,plastic_surgery,pmr,psychiatry,pulmonology,radiation_oncology,rehabilitation,rheumatology,spine,surgical_gastro_enterology,surgical_oncology,vascular_surgeries,joint_replacement,latitude,longitude,location_accuracy
158,MA,H_26402,"Pudukottai Dental College Hosp, Pudukottai TN.","Mullur Village, Thanjavur Road, Pudukkottai - 622004, Tamil Nadu", Pudukottai ,GOVT-DME,Multi,GOVT-DME,Govt,95,06-03-2026,2026,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,10.3721881,78.8019821,Village/Town Center
229,MA,H_26317,"Chitra Multi Spl Hosp Pvt Ltd, Virudhunagar, TN.","No 626, Tenkasi Road, Rajapalayam, Virudhunagar, Tamilnadu - 626117", Virudhunagar,Private,Multi,PVT HOSPITAL,Pvt,91,28-10-2025,2025,A6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.6220864,77.9592051,Village/Town Center
161,MA,H_18230,"A.S Imaging Centre Pvt Ltd, Ariyalur TN.","27E PATTUNOOLKARA STREET, ARIYALUR.",Ariyalur,PVT,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.1530559,79.2585797,District Center
195,MA,H_18437,"Ariyalur Golden Hospital Pvt.Ltd, Ariyalur TN.","81A,PERIYARNAGAR MAIN ROAD,",Ariyalur,PVT,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.1530559,79.2585797,District Center
2036,MA,H_22534,"DEIC , Ariyalur TN.",,Ariyalur,DEIC,DEIC,DEIC,Govt,0,05-02-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.1530559,79.2585797,District Center
2035,MA,H_22519,"District Diff. abled welfare office,Ariyalur TN.",,Ariyalur,DDWO,DDWO,DDWO,Govt,20,03-07-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.1530559,79.2585797,District Center
1511,MA,H_24572,"Govt Andimadam UPHC, Ariyalur TN.","Govt.Community Health Centre, V ROAD,  ANDIMADAM ,ANDIMADAM (PO &TK), ARIYALUR (DT), 621801",Ariyalur,UPHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.1530559,79.2585797,District Center
142,MA,H_25860,"Govt Hospital, Sendurai, Ariyalur TN.","GH,Periyar Nagar,Neivanam,Sendurai,Ariyalur District.",Ariyalur,GOVT-DMS,Multi,GOVT-DMS,Govt,69,12-05-2023,2023,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.2691534,79.2346675,Exact Hospital
141,MA,H_25859,"Govt Hospital, Udayarpalayam, Ariyalur TN.","GH,Old Police station road,Udayarpalayam,Ariyalur District.",Ariyalur,GOVT-DMS,Multi,GOVT-DMS,Govt,69,12-05-2023,2023,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.209725,79.3663872,Exact Hospital
1635,MA,H_25030,"Govt Kadugur UPHC, Ariyalur TN.","kadugur bphc, main road, kallankurichi via, kadugur, ariyalur",Ariyalur,UPHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.1679359,79.1496161,Village/Town Center
1513,MA,H_24580,"Govt Kumiliyam UPHC, Sendurai,  Ariyalur TN.","Govt.Community Health Centre, Udaiyarpalaiyam Main Road, Sendurai, PIN - 621 804 ",Ariyalur,UPHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.2720093,79.1865576,Village/Town Center
1512,MA,H_24578,"Govt Meensurtty UPHC, Jayankondam, Ariyalur TN.","Govt.Community Health Centre, Kattumannarkudi Main Road, Meensurity, PIN -612 903Main ",Ariyalur,UPHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.1530559,79.2585797,District Center
1514,MA,H_24582,"Govt T.Palur UPHC, Ariyalur TN.","Edankanni Road, T.Palur ",Ariyalur,UPHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.1530559,79.2585797,District Center
1515,MA,H_24586,"Govt Thirumanur UPHC,  Ariyalur TN.","THANJAVUR MAIN ROAD, THIRUMARNUR",Ariyalur,UPHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.1530559,79.2585797,District Center
1,MA,H_18494,"Govt. Medical College and Hosp, Ariyalur TN.","Perambalur Main Road, Ariyalur Taluk and District - 621704, 
(Landmark - Near Railway Station)",Ariyalur,GOVT-DME,Multi,GOVT-DME,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.1530559,79.2585797,District Center
2,MA,H_18861,"Govt.Head Qrtrs Jayakondam,Ariyalur TN.","T.Palur Main Road , Jayankondam, Udaiyarpalaiyam Taluk, Ariyalur District -621802.
[Landmark Taluk Special Court, Jayankondam].",Ariyalur,GOVT-DMS,Multi,GOVT-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.1530559,79.2585797,District Center
2123,MA,H_25717,"KVS Scans and Diagnostic, Ariyalur DC.",,Ariyalur,Private,Multi,DC PVT-STANDALONE,Pvt,62,30-08-2022,2022,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.1530559,79.2585797,District Center
391,MA,H_26164,"Nalam Multispeciality Hospital, Ariyalur TN.","166/4,CHIDAMBARAM ROAD,JAYANKONDAM,ARIYALUR,TAMILNADU-621802. ",Ariyalur,PVT,Single,PVT HOSPITAL,Pvt,86,30-04-2025,2025,S1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.1530559,79.2585797,District Center
2170,MA,H_26164 ,"Nalam Multispeciality Hospital, Ariyalur TN. ",,Ariyalur,PVT,Single,PVT HOSPITAL,PVT,86,30-04-2025,2025,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.1530559,79.2585797,District Center
396,MA,H_23841,"New life Critical Care Centre, Ariyalur TN.","M.62 A/62B, Kurumbanchavadi,  Eruthukaranpatti Po, Opp. To Stadium, Ariyalur",Ariyalur,PVT,Multi,PVT HOSPITAL,Pvt,55,12-11-2021,2021,A6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.1530559,79.2585797,District Center
2180,MA,H_26295,"Absolute Special School, Autism, Chengalpattu, TN. ",,Chengalpet,Autism,Single,PVT AUTISM,Pvt,90,24-09-2025,2025,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
175,MA,H_21985,"Annai Arul Hospital, Chengalpet TN.",NO 270 MUDICHUR ROAD OLD PERUNGALATHUR CH 63,Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,1,20-03-2017,2017,A2,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
186,MA,H_22425,"Apollo Speciality Hosptial, OMR, Chengalpet TN.","05/639,OMR Road,Perungudi, Chennai ",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,13,07-11-2017,2017,A6,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
206,MA,H_22866,"B.M Hospital, Nanganallur, Chengalpet TN.","36, 5th Main Road, Thillai Ganga Nagar,",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,31,13-05-2019,2019,A6,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,11.6115831,79.4944883,District Center
208,MA,H_18469,"Balaji Hospital,  TN.","NO: 14, VARADHANAR STREET, VEDHACHALA NAGAR, NEAR HEAD POST OFFICE, CHENGALPATTU",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A6,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.6885223,79.9820948,Hospital in TN
212,MA,H_23426,"Bharath Medical Col and Hosp, Chengalpet TN.
","7 Works, Road, Chromepet, Chennai, Tamil Nadu 600044, India",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,49,07-07-2021,2021,A4,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,11.6115831,79.4944883,District Center
220,MA,H_22970,"C-Dot Hospital, Chengalpet TN."," 2/1029, Perumbakkam Main Rd, Kailash Nagar, Perumbakkam, Chennai, Tamil Nadu 600100",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,32,06-08-2019,2019,A6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
3,MA,H_18722,"Chengalpet Medical College, Chengalpet TN.","G.S.T. ROAD, KANCHEEPURAM, CHENGALPATTU, TAMIL NADU 603001",Chengalpet,Medical College Hospital ,Multi,Govt-DME,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
226,MA,H_22860,"Chennai Urology And Robotics Inst, OMR, Chengalpet  TN.
","No.148, Old Mahabalipuram Rd, Seevaram, Oggiyamduraipakkam, Tamil Nadu 600096",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,31,13-05-2019,2019,S1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
227,MA,H_25842,"Chettinad Hospital and Res Ins, Chengalpattu TN.
","Chettinad Health City, Rajiv Gandhi Salai, Kelambakkam",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,68,02-05-2023,2023,A4,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
228,MA,H_18220,"Chettinad Super Speciality Hosp, Chengalpet TN.","RAJIV GANDHI SALAI,KELAMBAKKAM, KANCHIPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A2,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,11.6115831,79.4944883,District Center
252,MA,H_18300,"Dr Kamakshi Memorial Hospital, Chengalpet TN.","1, RADIAL ROAD, PALLIKARANAI, DANDEESWARAR NAGAR, ROSE AVENUE,KANCHEEPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A2,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,11.6115831,79.4944883,District Center
579,MA,H_20052,"Dr Kumars Health Care Pvt Ltd, Chengalpet, TN.","NO. 16, 6TH CROSS STREET, NEW COLONY, CHROMPET, PALLAVAPURAM, NEW COLONY, CHROMEPET,",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,5,19-04-2017,2017,S1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.6115831,79.4944883,District Center
260,MA,H_22863,"Dr. Rela Inst. and Medical Centre, Chengalpet TN.
","#7, CLC Works Rd, Nagappa Nagar, Chromepet, Chennai, Tamil Nadu 600044",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,31,13-05-2019,2019,A6,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,11.6115831,79.4944883,District Center
268,MA,H_23787,"Easy mom Fertility,maternity,chengalpattu TN.","Plot 1A, Mambakkam - Medavakkam Main Rd, opp. Sekar Stores, VGP Layout, Vengavasal, Chennai, Tamil Nadu 600100",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,53,18-09-2021,2021,S1,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
2186,MA,H_26403,"First Step Special School, Chengalpet TN.",,Chengalpet,Autism,Multi,PVT AUTISM,Pvt,95,06-03-2026,2026,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
279,MA,H_22972,"Gem Hospital And Res Centre Pvt Ltd, Chengalpet TN","Thiruvengadam Nagar, Perungudi, Chennai, Tamil Nadu 600096",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,32,06-08-2019,2019,A6,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11.6115831,79.4944883,District Center
2164,MA,H_26112,"Genorime Pvt Ltd, Chengalpet, DC.",,Chengalpet,Private,PVT-STANDALONE,DC PVT-STANDALONE,Pvt,81,04-12-2024,2024,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
285,MA,H_18439,"Gleneagles Global Health City, TN.","439, MEDAVAKKAM ROAD, CHERAN NAGAR, PERUMBAKKAM,KANCHEEPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,1,20-03-2017,2017,A1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,11.6115831,79.4944883,District Center
7,MA,H_18866,"Govt Head Qrtrs Hospital, Tambaram, Chengalpet TN.","77, G S T ROAD, TAMBARAM SANATORIUM, CHENNAI",Chengalpet,District Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
5,MA,H_20057,"Govt Hospital, Cheyyur Chengalpet TN.","SH 115, PANAIYUR, CHEYUR, TAMIL NADU 603302",Chengalpet,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
6,MA,H_18864,"Govt Hospital, Madhurandaham Chengalpet TN.","HOSPITAL RD, MADURANTAKAM, TAMIL NADU 603306",Chengalpet,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
111,MA,H_22958,"Govt Hospital, Thiruporur, Chengalpet TN.","GOVT HOSPITAL THIRUPORUR, OMR,  ILLALURE,THIRUPORUR TK,KANCHEEPURAM DIST  603110",Chengalpet,Sub-district Hospital,Multi,Govt-DMS,Govt,30,20-03-2019,2019,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
120,MA,H_24442,"Govt Hospital,Injabakkam,Chengalpet TN.","VOC St, Cholamandal Artists Village, Injambakkam",Chengalpet,Sub-district Hospital,Multi,Govt-DMS,Govt,50,30-07-2021,2021,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
121,MA,H_24443,"Govt Hospital,Mahabalipuram, Chengalpet TN.","Pooncheri, Tirukkalukkundram Rd, Mahabalipuram, ",Chengalpet,Sub-district Hospital,Multi,Govt-DMS,Govt,50,30-07-2021,2021,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
122,MA,H_24439,"Govt Hospital,Thirukalukundram,Chengalpet TN."," Sannathi St, Tirukazhukundram",Chengalpet,Sub-district Hospital,Multi,Govt-DMS,Govt,50,30-07-2021,2021,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
156,MA,H_26130,"Govt PHC, Nandhivaram, Chengalpattu, TN. ","1, Grand Southern Trunk Rd, Nandhivaram, Guduvancheri, Tamil Nadu 603202",Chengalpet,PHC,Multi,Govt - PHC,Govt,83,30-01-2025,2025,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
4,MA,H_19477,"Govt Sanatorium, Chengalpet TN.","77, CHENNAI THENI HWY, KADAPERI, TAMBARAM, CHENNAI, TAMIL NADU 600045",Chengalpet,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.6115831,79.4944883,District Center
2105,MA,H_22811,"Govt. Medical College DEIC, Chennai,TN.",,Chengalpet,DEIC,DEIC,DEIC,Govt,0,21-03-2019,2019,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
2126,MA,H_25566,"Govt.DDWO,Chengalpattu TN. ",,Chengalpet,DDWO,DDWO,DDWO,Govt,0,22-03-2022,2022,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
1600,MA,H_24884,"Govt.PHC St.Thomas mount,Chengalpattu TN.","2/523, Mambakkam - Medavakkam Main Rd, Medavakkam, Chennai, Tamil Nadu 600100",Chengalpet,PHC,Multi,Govt-MTM,Govt,54,22-10-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1601,MA,H_24885,"Govt.PHC Tiruporur,Chengalpattu TN.","P5HQ+G8W,OMR Road,Thiruporur, Tamil Nadu 603110",Chengalpet,PHC,Multi,Govt-MTM,Govt,54,22-10-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1630,MA,H_25008,"Govt.PHC,Chithamur,idaikalinadu,Chengulpet TN.","Government Upgrade Primary health centre ,   Idaikazhi nadu , Kadapakkam Post,Cheyyur taluk-603304",Chengalpet,PHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
2109,MA,H_25008 ,"Govt.PHC,Chithamur,idaikalinadu,Chengulpet TN.",,Chengalpet,PHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
1631,MA,H_25009,"Govt.PHC,Tirukalukundram,Sadras,Chengulpet TN.","Government Upgrade Primary health centre ,Sadurangapattinam  ,Kalpakkam-603102                                                        ",Chengalpet,PHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1468,MA,H_24470,"Govt.UPHC Achirapakkam,Chengalpattu TN.","Government Upgrade Primary health centre ,Elapakkam road ,Achirapakkam-603301",Chengalpet,PHC,Multi,Govt-MTM,Govt,51,23-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1469,MA,H_24471,"Govt.UPHC Chunamed,Chengalpattu TN. ","The Block Medical Officer,Govt.Primary Health Centre,Chunambedu - 603401",Chengalpet,PHC,Multi,Govt-MTM,Govt,51,23-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1471,MA,H_24474,"Govt.UPHC Kelambakkam,Chengalpattu TN.","Government Upgrade Primary health centre , Vandalur Main Road ,Kelambakkam-603103                                                        ",Chengalpet,PHC,Multi,Govt-MTM,Govt,51,23-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1552,MA,H_24718,"Govt.UPHC Madhuranthagam ,Chengalpattu TN.","Government Upgrade Primary health centre ,zaminendathur,maduranthagam-603311",Chengalpet,PHC,Multi,Govt-MTM,Govt,52,09-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1473,MA,H_24478,"Govt.UPHC Medavakkam,Chengalpattu TN.","Government Upgrade Primary health centre , Mampakkam Main Road ,Medavakkam , Chennai-600100",Chengalpet,PHC,Multi,Govt-MTM,Govt,51,23-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1472,MA,H_24476,"Govt.UPHC Nandhivaram,Chengalpattu TN. ","Government Upgrade Primary health centre , GST Main Road ,Nandhivaram ,Chennai - 603202",Chengalpet,PHC,Multi,Govt-MTM,Govt,51,23-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1470,MA,H_24473,"Govt.UPHC Pavanjur,Chengalpattu TN.","Government Upgrade Primary health centre , kadalur main Road,Pavanjur-603312                                                        ",Chengalpet,PHC,Multi,Govt-MTM,Govt,51,23-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6115831,79.4944883,District Center
1665,MA,H_26299,"Govt.UPHC Semmancherry, Chengalpattu TN.  ","	4444, TNSCB 6th Avenue, Semmancherry, Chennai",Chengalpet,UPHC,multi,Govt-MTM,Govt,90,24-09-2025,2025,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
293,MA,H_18784,"Hariharan Diabetes, Chengalpet TN.","24 & 26, “SWATHI”, 29TH STREET, NCBS COLONY, NANGANALLUR, NCBS COLONY, NANGAINALLUR,KANCHIPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
